date,product_id,product_name,category,channel,units_sold,current_stock,safety_stock_level,supplier_lead_time_days,is_promo_day
2024-11-10,1,Product_01,Beverages,In-store,18,124,69,7,False
2024-11-11,1,Product_01,Beverages,In-store,15,104,69,7,False
2024-11-12,1,Product_01,Beverages,In-store,12,88,69,7,False
2024-11-13,1,Product_01,Beverages,In-store,12,72,69,7,False
2024-11-14,1,Product_01,Beverages,In-store,10,58,69,7,False
2024-11-15,1,Product_01,Beverages,In-store,9,46,69,7,False
2024-11-16,1,Product_01,Beverages,In-store,14,27,69,7,False
2024-11-17,1,Product_01,Beverages,In-store,19,1,69,7,False
2024-11-18,1,Product_01,Beverages,In-store,1,0,69,7,False
2024-11-19,1,Product_01,Beverages,In-store,0,0,69,7,False
2024-11-20,1,Product_01,Beverages,In-store,0,0,69,7,False
2024-11-21,1,Product_01,Beverages,In-store,11,198,69,7,False
2024-11-22,1,Product_01,Beverages,In-store,12,182,69,7,False
2024-11-23,1,Product_01,Beverages,In-store,23,151,69,7,False
2024-11-24,1,Product_01,Beverages,In-store,21,122,69,7,False
2024-11-25,1,Product_01,Beverages,In-store,10,108,69,7,False
2024-11-26,1,Product_01,Beverages,In-store,18,83,69,7,False
2024-11-27,1,Product_01,Beverages,In-store,14,64,69,7,False
2024-11-28,1,Product_01,Beverages,In-store,14,45,69,7,False
2024-11-29,1,Product_01,Beverages,In-store,14,26,69,7,False
2024-11-30,1,Product_01,Beverages,In-store,14,7,69,7,False
2024-12-01,1,Product_01,Beverages,In-store,5,0,69,7,False
2024-12-02,1,Product_01,Beverages,In-store,0,0,69,7,False
2024-12-03,1,Product_01,Beverages,In-store,0,0,69,7,False
2024-12-04,1,Product_01,Beverages,In-store,10,199,69,7,False
2024-12-05,1,Product_01,Beverages,In-store,15,178,69,7,False
2024-12-06,1,Product_01,Beverages,In-store,17,155,69,7,False
2024-12-07,1,Product_01,Beverages,In-store,21,126,69,7,False
2024-12-08,1,Product_01,Beverages,In-store,18,101,69,7,False
2024-12-09,1,Product_01,Beverages,In-store,19,75,69,7,False
2024-12-10,1,Product_01,Beverages,In-store,13,57,69,7,False
2024-12-11,1,Product_01,Beverages,In-store,15,36,69,7,False
2024-12-12,1,Product_01,Beverages,In-store,13,18,69,7,False
2024-12-13,1,Product_01,Beverages,In-store,13,0,69,7,False
2024-12-14,1,Product_01,Beverages,In-store,0,0,69,7,False
2024-12-15,1,Product_01,Beverages,In-store,0,0,69,7,False
2024-12-16,1,Product_01,Beverages,In-store,0,0,69,7,False
2024-12-17,1,Product_01,Beverages,In-store,12,197,69,7,False
2024-12-18,1,Product_01,Beverages,In-store,12,180,69,7,False
2024-12-19,1,Product_01,Beverages,In-store,13,162,69,7,False
2024-12-20,1,Product_01,Beverages,In-store,10,148,69,7,False
2024-12-21,1,Product_01,Beverages,In-store,15,127,69,7,False
2024-12-22,1,Product_01,Beverages,In-store,20,100,69,7,False
2024-12-23,1,Product_01,Beverages,In-store,19,74,69,7,False
2024-12-24,1,Product_01,Beverages,In-store,13,56,69,7,False
2024-12-25,1,Product_01,Beverages,In-store,11,41,69,7,False
2024-12-26,1,Product_01,Beverages,In-store,30,0,69,7,True
2024-12-27,1,Product_01,Beverages,In-store,0,0,69,7,False
2024-12-28,1,Product_01,Beverages,In-store,0,0,69,7,False
2024-12-29,1,Product_01,Beverages,In-store,0,0,69,7,False
2024-12-30,1,Product_01,Beverages,In-store,0,0,69,7,False
2024-12-31,1,Product_01,Beverages,In-store,12,197,69,7,False
2025-01-01,1,Product_01,Beverages,In-store,9,185,69,7,False
2025-01-02,1,Product_01,Beverages,In-store,17,162,69,7,False
2025-01-03,1,Product_01,Beverages,In-store,10,148,69,7,False
2025-01-04,1,Product_01,Beverages,In-store,19,122,69,7,False
2025-01-05,1,Product_01,Beverages,In-store,16,100,69,7,False
2025-01-06,1,Product_01,Beverages,In-store,15,80,69,7,False
2025-01-07,1,Product_01,Beverages,In-store,7,70,69,7,False
2025-01-08,1,Product_01,Beverages,In-store,14,51,69,7,False
2025-01-09,1,Product_01,Beverages,In-store,17,28,69,7,False
2025-01-10,1,Product_01,Beverages,In-store,14,9,69,7,False
2025-01-11,1,Product_01,Beverages,In-store,7,0,69,7,False
2025-01-12,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-01-13,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-01-14,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-01-15,1,Product_01,Beverages,In-store,13,195,69,7,False
2025-01-16,1,Product_01,Beverages,In-store,13,177,69,7,False
2025-01-17,1,Product_01,Beverages,In-store,10,163,69,7,False
2025-01-18,1,Product_01,Beverages,In-store,17,140,69,7,False
2025-01-19,1,Product_01,Beverages,In-store,20,113,69,7,False
2025-01-20,1,Product_01,Beverages,In-store,15,92,69,7,False
2025-01-21,1,Product_01,Beverages,In-store,13,74,69,7,False
2025-01-22,1,Product_01,Beverages,In-store,10,60,69,7,False
2025-01-23,1,Product_01,Beverages,In-store,10,46,69,7,False
2025-01-24,1,Product_01,Beverages,In-store,12,29,69,7,False
2025-01-25,1,Product_01,Beverages,In-store,21,0,69,7,False
2025-01-26,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-01-27,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-01-28,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-01-29,1,Product_01,Beverages,In-store,14,194,69,7,False
2025-01-30,1,Product_01,Beverages,In-store,15,173,69,7,False
2025-01-31,1,Product_01,Beverages,In-store,13,155,69,7,False
2025-02-01,1,Product_01,Beverages,In-store,21,126,69,7,False
2025-02-02,1,Product_01,Beverages,In-store,15,106,69,7,False
2025-02-03,1,Product_01,Beverages,In-store,12,89,69,7,False
2025-02-04,1,Product_01,Beverages,In-store,15,68,69,7,False
2025-02-05,1,Product_01,Beverages,In-store,17,45,69,7,False
2025-02-06,1,Product_01,Beverages,In-store,17,22,69,7,False
2025-02-07,1,Product_01,Beverages,In-store,14,3,69,7,False
2025-02-08,1,Product_01,Beverages,In-store,2,0,69,7,False
2025-02-09,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-02-10,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-02-11,1,Product_01,Beverages,In-store,13,195,69,7,False
2025-02-12,1,Product_01,Beverages,In-store,11,180,69,7,False
2025-02-13,1,Product_01,Beverages,In-store,17,157,69,7,False
2025-02-14,1,Product_01,Beverages,In-store,17,134,69,7,False
2025-02-15,1,Product_01,Beverages,In-store,27,97,69,7,False
2025-02-16,1,Product_01,Beverages,In-store,18,72,69,7,False
2025-02-17,1,Product_01,Beverages,In-store,9,59,69,7,False
2025-02-18,1,Product_01,Beverages,In-store,6,51,69,7,False
2025-02-19,1,Product_01,Beverages,In-store,9,38,69,7,False
2025-02-20,1,Product_01,Beverages,In-store,12,21,69,7,False
2025-02-21,1,Product_01,Beverages,In-store,11,6,69,7,False
2025-02-22,1,Product_01,Beverages,In-store,4,0,69,7,False
2025-02-23,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-02-24,1,Product_01,Beverages,In-store,12,196,69,7,False
2025-02-25,1,Product_01,Beverages,In-store,16,174,69,7,False
2025-02-26,1,Product_01,Beverages,In-store,13,156,69,7,False
2025-02-27,1,Product_01,Beverages,In-store,12,140,69,7,False
2025-02-28,1,Product_01,Beverages,In-store,20,113,69,7,False
2025-03-01,1,Product_01,Beverages,In-store,20,86,69,7,False
2025-03-02,1,Product_01,Beverages,In-store,16,64,69,7,False
2025-03-03,1,Product_01,Beverages,In-store,25,29,69,7,False
2025-03-04,1,Product_01,Beverages,In-store,12,12,69,7,False
2025-03-05,1,Product_01,Beverages,In-store,9,0,69,7,False
2025-03-06,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-03-07,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-03-08,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-03-09,1,Product_01,Beverages,In-store,26,177,69,7,False
2025-03-10,1,Product_01,Beverages,In-store,13,159,69,7,False
2025-03-11,1,Product_01,Beverages,In-store,12,142,69,7,False
2025-03-12,1,Product_01,Beverages,In-store,11,127,69,7,False
2025-03-13,1,Product_01,Beverages,In-store,17,104,69,7,False
2025-03-14,1,Product_01,Beverages,In-store,11,89,69,7,False
2025-03-15,1,Product_01,Beverages,In-store,17,66,69,7,False
2025-03-16,1,Product_01,Beverages,In-store,16,44,69,7,False
2025-03-17,1,Product_01,Beverages,In-store,12,27,69,7,False
2025-03-18,1,Product_01,Beverages,In-store,14,7,69,7,False
2025-03-19,1,Product_01,Beverages,In-store,5,0,69,7,False
2025-03-20,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-03-21,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-03-22,1,Product_01,Beverages,In-store,17,190,69,7,False
2025-03-23,1,Product_01,Beverages,In-store,19,164,69,7,False
2025-03-24,1,Product_01,Beverages,In-store,17,140,69,7,False
2025-03-25,1,Product_01,Beverages,In-store,9,128,69,7,False
2025-03-26,1,Product_01,Beverages,In-store,15,107,69,7,False
2025-03-27,1,Product_01,Beverages,In-store,14,88,69,7,False
2025-03-28,1,Product_01,Beverages,In-store,12,72,69,7,False
2025-03-29,1,Product_01,Beverages,In-store,18,47,69,7,False
2025-03-30,1,Product_01,Beverages,In-store,14,27,69,7,False
2025-03-31,1,Product_01,Beverages,In-store,11,12,69,7,False
2025-04-01,1,Product_01,Beverages,In-store,9,0,69,7,False
2025-04-02,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-04-03,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-04-04,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-04-05,1,Product_01,Beverages,In-store,17,190,69,7,False
2025-04-06,1,Product_01,Beverages,In-store,12,173,69,7,False
2025-04-07,1,Product_01,Beverages,In-store,10,159,69,7,False
2025-04-08,1,Product_01,Beverages,In-store,13,141,69,7,False
2025-04-09,1,Product_01,Beverages,In-store,11,126,69,7,False
2025-04-10,1,Product_01,Beverages,In-store,17,102,69,7,False
2025-04-11,1,Product_01,Beverages,In-store,16,80,69,7,False
2025-04-12,1,Product_01,Beverages,In-store,20,52,69,7,False
2025-04-13,1,Product_01,Beverages,In-store,21,23,69,7,False
2025-04-14,1,Product_01,Beverages,In-store,14,4,69,7,False
2025-04-15,1,Product_01,Beverages,In-store,3,0,69,7,False
2025-04-16,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-04-17,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-04-18,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-04-19,1,Product_01,Beverages,In-store,23,181,69,7,False
2025-04-20,1,Product_01,Beverages,In-store,24,148,69,7,False
2025-04-21,1,Product_01,Beverages,In-store,11,132,69,7,False
2025-04-22,1,Product_01,Beverages,In-store,12,115,69,7,False
2025-04-23,1,Product_01,Beverages,In-store,13,97,69,7,False
2025-04-24,1,Product_01,Beverages,In-store,11,81,69,7,False
2025-04-25,1,Product_01,Beverages,In-store,12,64,69,7,False
2025-04-26,1,Product_01,Beverages,In-store,22,33,69,7,False
2025-04-27,1,Product_01,Beverages,In-store,19,7,69,7,False
2025-04-28,1,Product_01,Beverages,In-store,5,0,69,7,False
2025-04-29,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-04-30,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-05-01,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-05-02,1,Product_01,Beverages,In-store,14,194,69,7,False
2025-05-03,1,Product_01,Beverages,In-store,11,178,69,7,False
2025-05-04,1,Product_01,Beverages,In-store,15,157,69,7,False
2025-05-05,1,Product_01,Beverages,In-store,17,133,69,7,False
2025-05-06,1,Product_01,Beverages,In-store,11,117,69,7,False
2025-05-07,1,Product_01,Beverages,In-store,15,96,69,7,False
2025-05-08,1,Product_01,Beverages,In-store,9,83,69,7,False
2025-05-09,1,Product_01,Beverages,In-store,17,59,69,7,False
2025-05-10,1,Product_01,Beverages,In-store,24,25,69,7,False
2025-05-11,1,Product_01,Beverages,In-store,18,0,69,7,False
2025-05-12,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-05-13,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-05-14,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-05-15,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-05-16,1,Product_01,Beverages,In-store,11,197,69,7,False
2025-05-17,1,Product_01,Beverages,In-store,14,178,69,7,False
2025-05-18,1,Product_01,Beverages,In-store,16,155,69,7,False
2025-05-19,1,Product_01,Beverages,In-store,11,140,69,7,False
2025-05-20,1,Product_01,Beverages,In-store,11,124,69,7,False
2025-05-21,1,Product_01,Beverages,In-store,11,108,69,7,False
2025-05-22,1,Product_01,Beverages,In-store,11,93,69,7,False
2025-05-23,1,Product_01,Beverages,In-store,11,77,69,7,False
2025-05-24,1,Product_01,Beverages,In-store,18,51,69,7,False
2025-05-25,1,Product_01,Beverages,In-store,16,28,69,7,False
2025-05-26,1,Product_01,Beverages,In-store,6,19,69,7,False
2025-05-27,1,Product_01,Beverages,In-store,12,2,69,7,False
2025-05-28,1,Product_01,Beverages,In-store,1,0,69,7,False
2025-05-29,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-05-30,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-05-31,1,Product_01,Beverages,In-store,23,181,69,7,False
2025-06-01,1,Product_01,Beverages,In-store,18,155,69,7,False
2025-06-02,1,Product_01,Beverages,In-store,16,132,69,7,False
2025-06-03,1,Product_01,Beverages,In-store,12,115,69,7,False
2025-06-04,1,Product_01,Beverages,In-store,11,99,69,7,False
2025-06-05,1,Product_01,Beverages,In-store,10,85,69,7,False
2025-06-06,1,Product_01,Beverages,In-store,17,61,69,7,False
2025-06-07,1,Product_01,Beverages,In-store,14,41,69,7,False
2025-06-08,1,Product_01,Beverages,In-store,19,14,69,7,False
2025-06-09,1,Product_01,Beverages,In-store,10,0,69,7,False
2025-06-10,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-06-11,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-06-12,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-06-13,1,Product_01,Beverages,In-store,12,196,69,7,False
2025-06-14,1,Product_01,Beverages,In-store,18,171,69,7,False
2025-06-15,1,Product_01,Beverages,In-store,16,148,69,7,False
2025-06-16,1,Product_01,Beverages,In-store,11,132,69,7,False
2025-06-17,1,Product_01,Beverages,In-store,9,119,69,7,False
2025-06-18,1,Product_01,Beverages,In-store,13,101,69,7,False
2025-06-19,1,Product_01,Beverages,In-store,4,95,69,7,False
2025-06-20,1,Product_01,Beverages,In-store,12,78,69,7,False
2025-06-21,1,Product_01,Beverages,In-store,14,58,69,7,False
2025-06-22,1,Product_01,Beverages,In-store,18,32,69,7,False
2025-06-23,1,Product_01,Beverages,In-store,13,13,69,7,False
2025-06-24,1,Product_01,Beverages,In-store,9,0,69,7,False
2025-06-25,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-06-26,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-06-27,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-06-28,1,Product_01,Beverages,In-store,14,193,69,7,False
2025-06-29,1,Product_01,Beverages,In-store,20,164,69,7,False
2025-06-30,1,Product_01,Beverages,In-store,15,143,69,7,False
2025-07-01,1,Product_01,Beverages,In-store,8,132,69,7,False
2025-07-02,1,Product_01,Beverages,In-store,10,118,69,7,False
2025-07-03,1,Product_01,Beverages,In-store,12,101,69,7,False
2025-07-04,1,Product_01,Beverages,In-store,32,56,69,7,True
2025-07-05,1,Product_01,Beverages,In-store,22,25,69,7,False
2025-07-06,1,Product_01,Beverages,In-store,18,0,69,7,False
2025-07-07,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-07-08,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-07-09,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-07-10,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-07-11,1,Product_01,Beverages,In-store,11,198,69,7,False
2025-07-12,1,Product_01,Beverages,In-store,16,175,69,7,False
2025-07-13,1,Product_01,Beverages,In-store,23,143,69,7,False
2025-07-14,1,Product_01,Beverages,In-store,8,131,69,7,False
2025-07-15,1,Product_01,Beverages,In-store,16,108,69,7,False
2025-07-16,1,Product_01,Beverages,In-store,9,95,69,7,False
2025-07-17,1,Product_01,Beverages,In-store,15,74,69,7,False
2025-07-18,1,Product_01,Beverages,In-store,13,55,69,7,False
2025-07-19,1,Product_01,Beverages,In-store,16,32,69,7,False
2025-07-20,1,Product_01,Beverages,In-store,15,11,69,7,False
2025-07-21,1,Product_01,Beverages,In-store,8,0,69,7,False
2025-07-22,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-07-23,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-07-24,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-07-25,1,Product_01,Beverages,In-store,11,197,69,7,False
2025-07-26,1,Product_01,Beverages,In-store,17,173,69,7,False
2025-07-27,1,Product_01,Beverages,In-store,18,148,69,7,False
2025-07-28,1,Product_01,Beverages,In-store,10,134,69,7,False
2025-07-29,1,Product_01,Beverages,In-store,8,122,69,7,False
2025-07-30,1,Product_01,Beverages,In-store,15,100,69,7,False
2025-07-31,1,Product_01,Beverages,In-store,17,76,69,7,False
2025-08-01,1,Product_01,Beverages,In-store,17,52,69,7,True
2025-08-02,1,Product_01,Beverages,In-store,19,25,69,7,False
2025-08-03,1,Product_01,Beverages,In-store,18,0,69,7,False
2025-08-04,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-08-05,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-08-06,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-08-07,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-08-08,1,Product_01,Beverages,In-store,13,194,69,7,False
2025-08-09,1,Product_01,Beverages,In-store,20,166,69,7,False
2025-08-10,1,Product_01,Beverages,In-store,19,139,69,7,False
2025-08-11,1,Product_01,Beverages,In-store,14,119,69,7,False
2025-08-12,1,Product_01,Beverages,In-store,13,100,69,7,False
2025-08-13,1,Product_01,Beverages,In-store,11,85,69,7,False
2025-08-14,1,Product_01,Beverages,In-store,8,74,69,7,False
2025-08-15,1,Product_01,Beverages,In-store,10,60,69,7,False
2025-08-16,1,Product_01,Beverages,In-store,22,29,69,7,False
2025-08-17,1,Product_01,Beverages,In-store,19,2,69,7,False
2025-08-18,1,Product_01,Beverages,In-store,1,0,69,7,False
2025-08-19,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-08-20,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-08-21,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-08-22,1,Product_01,Beverages,In-store,13,195,69,7,False
2025-08-23,1,Product_01,Beverages,In-store,13,177,69,7,False
2025-08-24,1,Product_01,Beverages,In-store,21,147,69,7,False
2025-08-25,1,Product_01,Beverages,In-store,8,135,69,7,False
2025-08-26,1,Product_01,Beverages,In-store,20,107,69,7,False
2025-08-27,1,Product_01,Beverages,In-store,17,83,69,7,False
2025-08-28,1,Product_01,Beverages,In-store,13,64,69,7,False
2025-08-29,1,Product_01,Beverages,In-store,15,42,69,7,False
2025-08-30,1,Product_01,Beverages,In-store,25,6,69,7,False
2025-08-31,1,Product_01,Beverages,In-store,4,0,69,7,False
2025-09-01,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-09-02,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-09-03,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-09-04,1,Product_01,Beverages,In-store,8,201,69,7,False
2025-09-05,1,Product_01,Beverages,In-store,9,188,69,7,False
2025-09-06,1,Product_01,Beverages,In-store,18,162,69,7,False
2025-09-07,1,Product_01,Beverages,In-store,13,143,69,7,False
2025-09-08,1,Product_01,Beverages,In-store,11,127,69,7,False
2025-09-09,1,Product_01,Beverages,In-store,17,102,69,7,False
2025-09-10,1,Product_01,Beverages,In-store,16,79,69,7,False
2025-09-11,1,Product_01,Beverages,In-store,13,60,69,7,False
2025-09-12,1,Product_01,Beverages,In-store,14,40,69,7,False
2025-09-13,1,Product_01,Beverages,In-store,26,3,69,7,False
2025-09-14,1,Product_01,Beverages,In-store,2,0,69,7,False
2025-09-15,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-09-16,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-09-17,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-09-18,1,Product_01,Beverages,In-store,22,182,69,7,False
2025-09-19,1,Product_01,Beverages,In-store,11,166,69,7,False
2025-09-20,1,Product_01,Beverages,In-store,18,140,69,7,False
2025-09-21,1,Product_01,Beverages,In-store,15,118,69,7,False
2025-09-22,1,Product_01,Beverages,In-store,12,101,69,7,False
2025-09-23,1,Product_01,Beverages,In-store,13,82,69,7,False
2025-09-24,1,Product_01,Beverages,In-store,15,61,69,7,False
2025-09-25,1,Product_01,Beverages,In-store,13,42,69,7,False
2025-09-26,1,Product_01,Beverages,In-store,5,35,69,7,False
2025-09-27,1,Product_01,Beverages,In-store,18,9,69,7,False
2025-09-28,1,Product_01,Beverages,In-store,6,0,69,7,False
2025-09-29,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-09-30,1,Product_01,Beverages,In-store,0,0,69,7,False
2025-10-01,1,Product_01,Beverages,In-store,12,196,69,7,False
2025-10-02,1,Product_01,Beverages,In-store,14,176,69,7,False
2025-10-03,1,Product_01,Beverages,In-store,8,165,69,7,False
2025-10-04,1,Product_01,Beverages,In-store,24,130,69,7,False
2025-10-05,1,Product_01,Beverages,In-store,17,106,69,7,False
2025-10-06,1,Product_01,Beverages,In-store,12,89,69,7,False
2025-10-07,1,Product_01,Beverages,In-store,13,70,69,7,False
2025-10-08,1,Product_01,Beverages,In-store,14,50,69,7,False
